,Unnamed: 0,unique_trajectory_id,condition,VPCode,landmark_rotation,respx,respz,targetx,targetz,trajectory_id,target,jitterx,jitterz,startx,startz,belief_respx,belief_respz,endidx,task_finished,target_loc
428,428,428,conflict,sub15,-15.0,-1.9868248168174232,1.1301995839774652,-2.1104984444124772,0.4102393400595714,3-4-8,-2.11-0.41,0.0711727832120907,0.110084285212422,0.0078909151855536,0.05253128018044029,-2.1232715198307632,-0.2108478075996967,136,True,-2.182
431,431,431,conflict,sub05,-15.0,1.2794395156957346,-0.6481555408707269,2.1104984444124777,0.4102393400595713,2-5-8,2.11-0.41,0.0090331399621465,-0.1639452182796078,-0.0863945256132686,-0.00025883214322297565,1.710632545109656,-0.2088411875051224,141,True,2.101
439,439,439,conflict,sub03,-15.0,2.0780793915498976,0.489062730655469,1.8031417210826615,1.1709739252823081,0-6-8,1.8-1.17,-0.1424687079752956,0.1171461030731272,0.0401242809507786,0.03237954037383617,1.7652038964266863,0.5465055186743722,126,True,1.946
441,441,441,conflict,sub09,-15.0,1.5914216613402097,-0.5966704384647523,2.1104984444124772,0.4102393400595714,2-5-8,2.11-0.41,-0.0724565687709855,0.0579202874466728,0.0173845381661513,0.08197953009988368,1.656658818672704,-0.534740566659939,136,True,2.183
443,443,443,conflict,sub18,-15.0,2.4067211287012884,0.07888228528474528,2.1104984444124772,0.4102393400595714,2-4-8,2.11-0.41,0.0264174251211925,0.1312951500611048,0.079828398715049,-0.004448818327900561,1.95116201155964,-0.1633494227223178,141,True,2.084
455,455,455,conflict,sub10,-15.0,1.2438777785088602,0.2532350592068154,1.8031417210826617,1.1709739252823081,0-5-8,1.8-1.17,-0.0030512158976481,-0.0183662052445508,-0.0944445409008723,-0.04621554490491542,1.3588956865531092,0.5019756583427406,145,True,1.806
470,470,470,conflict,sub14,-15.0,-2.024479210894543,-0.19022421117290977,-2.1104984444124772,0.4102393400595713,3-6-8,-2.11-0.41,-0.0985501350647947,-0.0381078058094317,0.0150259360736051,0.05262508911542396,-2.1426105191747764,-0.5735161955384849,158,True,-2.012
472,472,472,conflict,sub18,-15.0,-2.491302535660542,-0.3031327424483199,-2.1104984444124777,0.4102393400595712,3-5-8,-2.11-0.41,0.1085553051235619,-0.0074459822311709,-0.0702871244995586,0.07107627539146488,-2.435718298848492,-0.3142828943223516,111,True,-2.219
475,475,475,conflict,sub06,-15.0,-1.7826922774306182,0.9510001389825644,-2.1104984444124772,0.4102393400595713,3-5-8,-2.11-0.41,-0.0582072038431705,0.0155653507629213,-0.1070185922785056,-0.05077264684229854,-1.8499175588683323,-0.3387299500955053,131,True,-2.052
477,477,477,conflict,sub08,-15.0,-1.899636857206048,1.0090915072461062,-2.1104984444124772,0.4102393400595712,3-6-8,-2.11-0.41,0.000894317257008,-0.0655965246422794,0.0606664650693297,0.03200489416155272,-2.336978717656576,-0.7906549039804719,147,True,-2.111
